crop,modal_price,min_price,max_price,state,market,temperature,humidity,rainfall
Potato,1000.0,900.0,1000.0,Himachal Pradesh,SMY Baijnath,24.4,94,0.0
Potato,900.0,800.0,1000.0,Himachal Pradesh,PMY Kangra,24.4,94,0.0
Potato,1000.0,500.0,1200.0,Uttar Pradesh,Gangoh APMC,24.4,94,0.0
Potato,2900.0,2800.0,3000.0,Tamil Nadu,Pennagaram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2650.0,2500.0,2800.0,Tamil Nadu,Namakkal(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3750.0,3500.0,4000.0,Tamil Nadu,Udhagamandalam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2900.0,2800.0,3000.0,Tamil Nadu,Perambalur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3750.0,3500.0,4000.0,Tamil Nadu,Paramakudi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2800.0,2600.0,3000.0,Tamil Nadu,Thathakapatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2500.0,2500.0,2500.0,Tamil Nadu,Kambam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2500.0,2500.0,2500.0,Tamil Nadu,Chinnamanur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2300.0,2200.0,2400.0,Tamil Nadu,Melapalayam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,4000.0,4000.0,4000.0,Tamil Nadu,Tiruthani(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2250.0,2000.0,2500.0,Tamil Nadu,Tiruvannamalai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2750.0,2500.0,3000.0,Tamil Nadu,Vandavasi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2200.0,2200.0,2200.0,Tamil Nadu,Kahithapattarai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2750.0,2500.0,3000.0,Tamil Nadu,Pallavaram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,3000.0,3000.0,3000.0,Tamil Nadu,Vaniyampadi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,2400.0,2300.0,2500.0,Tamil Nadu,Periyakulam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,1000.0,800.0,1000.0,Haryana,Sohna APMC,24.4,94,0.0
Potato,700.0,600.0,2000.0,Haryana,Hansi APMC,24.4,94,0.0
Potato,3600.0,3500.0,3700.0,Kerala,Mannar APMC,24.4,94,0.0
Potato,2900.0,2800.0,3000.0,Tamil Nadu,Mecheri(Uzhavar Sandhai),24.4,94,0.0
Potato,3000.0,3000.0,3000.0,Tamil Nadu,Perampet(Uzhavar Sandhai),24.4,94,0.0
Potato,3000.0,3000.0,3000.0,Tamil Nadu,Vazhapadi(Uzhavar Sandhai),24.4,94,0.0
Potato,850.0,800.0,900.0,West Bengal,Kolaghat APMC,24.4,94,0.0
Potato,3750.0,3500.0,4000.0,Tamil Nadu,Gandarvakottai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,4000.0,4000.0,4000.0,Tamil Nadu,Thammampatti (Uzhavar Sandhai ) APMC,24.4,94,0.0
Potato,1000.0,1000.0,1000.0,Punjab,Fazilka APMC,24.4,94,0.0
Potato,1000.0,1000.0,1000.0,Punjab,Kotkapura APMC,24.4,94,0.0
Potato,500.0,400.0,700.0,Haryana,Rohtak APMC,24.4,94,0.0
Potato,300.0,100.0,600.0,Punjab,Ludhiana APMC,24.4,94,0.0
Potato,700.0,600.0,800.0,Uttarakhand,Haldwani APMC,24.4,94,0.0
Potato,900.0,800.0,1000.0,Rajasthan,Rajsamand APMC,24.4,94,0.0
Potato,500.0,500.0,500.0,Punjab,Bhogpur APMC,24.4,94,0.0
Brinjal,1700.0,1600.0,1800.0,Assam,Dhing APMC,24.4,94,0.0
Brinjal,2000.0,1900.0,2100.0,Assam,Ambagan APMC,24.4,94,0.0
Brinjal,1700.0,1600.0,1800.0,Assam,Doomdumia APMC,24.4,94,0.0
Brinjal,1500.0,1500.0,1500.0,Uttar Pradesh,Jalaun APMC,24.4,94,0.0
Brinjal,1600.0,1400.0,1800.0,Odisha,Junagarh APMC,24.4,94,0.0
Brinjal,3500.0,3000.0,3650.0,Odisha,Gunpur APMC,24.4,94,0.0
Brinjal,1050.0,800.0,1300.0,Gujarat,Padra APMC,24.4,94,0.0
Brinjal,1700.0,1700.0,1700.0,Kerala,Kottakkal APMC,24.4,94,0.0
Brinjal,3200.0,3100.0,3300.0,Kerala,Cherthala APMC,24.4,94,0.0
Brinjal,4500.0,4000.0,5000.0,Kerala,Pala APMC,24.4,94,0.0
Brinjal,2900.0,2800.0,3000.0,Himachal Pradesh,SMY Nadaun,24.4,94,0.0
Brinjal,2750.0,2500.0,3000.0,Tamil Nadu,Sathiyamagalam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3000.0,3000.0,3000.0,Tamil Nadu,Valangaiman APMC,24.4,94,0.0
Brinjal,4000.0,3000.0,5000.0,Odisha,Rahama APMC,24.4,94,0.0
Brinjal,1260.0,980.0,1540.0,Gujarat,Rajkot(Veg.Sub Yard) APMC,24.4,94,0.0
Brinjal,4000.0,4000.0,4000.0,Tamil Nadu,Chidambaram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3000.0,2000.0,4000.0,Tamil Nadu,Viruthachalam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,1700.0,1600.0,1800.0,Tamil Nadu,Dharmapuri(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3000.0,3000.0,3000.0,Tamil Nadu,Kundrathur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,1800.0,1600.0,2000.0,Tamil Nadu,Velayuthampalayam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,1750.0,1500.0,2000.0,Tamil Nadu,Avallapalli(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,4150.0,3800.0,4500.0,Tamil Nadu,Anna nagar(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3200.0,3000.0,3400.0,Tamil Nadu,Palanganatham(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,4500.0,4000.0,5000.0,Tamil Nadu,Sirkali(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3000.0,2800.0,3200.0,Tamil Nadu,Perambalur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,5500.0,5000.0,6000.0,Tamil Nadu,Alangudi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2650.0,2500.0,2800.0,Tamil Nadu,Jalagandapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3350.0,3200.0,3500.0,Tamil Nadu,Tirupatthur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2250.0,2000.0,2500.0,Tamil Nadu,Chinnamanur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3100.0,2800.0,3400.0,Tamil Nadu,Ambasamudram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3250.0,3000.0,3500.0,Tamil Nadu,Kovilpatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2400.0,2400.0,2400.0,Tamil Nadu,Manapparai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,4050.0,3600.0,4500.0,Tamil Nadu,Thalavaipuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2600.0,2600.0,2600.0,Tamil Nadu,Arcot(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3750.0,3500.0,4000.0,Tamil Nadu,Dharapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2250.0,2000.0,2500.0,Tamil Nadu,Tiruppur (North) (Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,5750.0,5500.0,6000.0,Tamil Nadu,Vadaseri APMC,24.4,94,0.0
Brinjal,2450.0,2400.0,2500.0,Tamil Nadu,Ammapet(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2400.0,2400.0,2400.0,Tamil Nadu,Thirupathur APMC,24.4,94,0.0
Brinjal,2900.0,2800.0,3000.0,Himachal Pradesh,SMY Bhuntar,24.4,94,0.0
Brinjal,1200.0,1000.0,1500.0,Uttarakhand,Sitarganj APMC,24.4,94,0.0
Brinjal,6250.0,6000.0,6500.0,Tamil Nadu,Ponnamaravathi(Uzhavar Sandhai),24.4,94,0.0
Brinjal,3500.0,3000.0,4000.0,Tamil Nadu,Sulur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3750.0,3500.0,4000.0,Tamil Nadu,Paramathivelur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2250.0,2000.0,2500.0,Tamil Nadu,Udumalpet APMC,24.4,94,0.0
Brinjal,3500.0,3000.0,4000.0,Tamil Nadu,Ulundurpettai APMC,24.4,94,0.0
Brinjal,1750.0,1000.0,2500.0,Gujarat,Surat APMC,24.4,94,0.0
Brinjal,1000.0,1000.0,1000.0,Punjab,Fazilka APMC,24.4,94,0.0
Brinjal,2000.0,1800.0,2200.0,West Bengal,Tamluk (Medinipur E) APMC,24.4,94,0.0
Brinjal,1100.0,1000.0,1200.0,Haryana,Panipat APMC,24.4,94,0.0
Brinjal,1200.0,1000.0,1300.0,Odisha,Sargipali APMC,24.4,94,0.0
Brinjal,3000.0,3000.0,3000.0,Odisha,Kamakhyanagar APMC,24.4,94,0.0
Brinjal,4000.0,4000.0,4000.0,Kerala,Kattakada APMC,24.4,94,0.0
Brinjal,3200.0,2800.0,3500.0,Himachal Pradesh,SMY Jaisinghpur,24.4,94,0.0
Brinjal,1750.0,1700.0,1800.0,Himachal Pradesh,SMY Santoshgarh,24.4,94,0.0
Brinjal,3200.0,3000.0,3500.0,West Bengal,Jhargram APMC,24.4,94,0.0
Brinjal,4250.0,4000.0,4500.0,Tamil Nadu,Tiruchengode APMC,24.4,94,0.0
Brinjal,3750.0,3500.0,4000.0,Tamil Nadu,Singanallur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2500.0,2200.0,2700.0,Odisha,Narasinghpur APMC,24.4,94,0.0
Brinjal,2250.0,2000.0,2500.0,Tamil Nadu,Pollachi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2300.0,1500.0,2500.0,Chandigarh,Chandigarh(Grain/Fruit) APMC,24.4,94,0.0
Brinjal,2100.0,2000.0,2200.0,Tamil Nadu,Pennagaram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3400.0,3200.0,3600.0,Tamil Nadu,Periyar Nagar(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3750.0,3500.0,4000.0,Tamil Nadu,Pallapatti (Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,6000.0,5000.0,7000.0,Tamil Nadu,Nagapattinam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2750.0,2500.0,3000.0,Tamil Nadu,Namakkal(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,4250.0,4000.0,4500.0,Tamil Nadu,Aranthangi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2500.0,2400.0,2600.0,Tamil Nadu,Sooramangalam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2650.0,2500.0,2800.0,Tamil Nadu,Thathakapatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3250.0,3000.0,3500.0,Tamil Nadu,Singampunari(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2500.0,2500.0,2500.0,Tamil Nadu,Devaram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3200.0,3000.0,3400.0,Tamil Nadu,Palayamkottai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2250.0,2000.0,2500.0,Tamil Nadu,Kandiyaperi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2750.0,2500.0,3000.0,Tamil Nadu,Tiruvannamalai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3650.0,3300.0,4000.0,Tamil Nadu,Polur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3600.0,3200.0,4000.0,Tamil Nadu,Vandavasi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2800.0,2600.0,3000.0,Tamil Nadu,Musiri(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,6000.0,6000.0,6000.0,Tamil Nadu,Lalgudi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2750.0,2500.0,3000.0,Tamil Nadu,Sivakasi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3750.0,3500.0,4000.0,Tamil Nadu,Kariyapatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,4500.0,4000.0,5000.0,Tamil Nadu,Pallavaram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3500.0,3000.0,4000.0,Tamil Nadu,Kallakurichi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,3500.0,3000.0,4000.0,Tamil Nadu,Sankarapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2300.0,2200.0,2400.0,Tamil Nadu,Andipatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,900.0,800.0,1000.0,Telangana,Warangal APMC,24.4,94,0.0
Brinjal,1200.0,1000.0,1500.0,Haryana,Ballabhgarh APMC,24.4,94,0.0
Brinjal,3000.0,2800.0,3200.0,Himachal Pradesh,SMY Dharamshala,24.4,94,0.0
Brinjal,1300.0,1300.0,1300.0,Madhya Pradesh,Hanumana(F&V) APMC,24.4,94,0.0
Brinjal,2000.0,1800.0,2200.0,Rajasthan,Sriganganagar (F&V) APMC,24.4,94,0.0
Brinjal,2900.0,2800.0,3000.0,West Bengal,Bolpur APMC,24.4,94,0.0
Brinjal,2200.0,1500.0,3000.0,Odisha,Rairangpur APMC,24.4,94,0.0
Brinjal,600.0,500.0,700.0,Uttarakhand,Haridwar Union APMC,24.4,94,0.0
Brinjal,1950.0,1850.0,2000.0,Tripura,Nutanbazar APMC,24.4,94,0.0
Brinjal,4000.0,3000.0,4000.0,Kerala,Aralamoodu APMC,24.4,94,0.0
Brinjal,2750.0,2500.0,3000.0,Tamil Nadu,Sundarapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,4000.0,3800.0,4100.0,Kerala,Chengannur APMC,24.4,94,0.0
Brinjal,2960.0,2800.0,3140.0,Odisha,Bonai APMC,24.4,94,0.0
Brinjal,2500.0,2400.0,2500.0,Kerala,Quilandy APMC,24.4,94,0.0
Brinjal,3400.0,3200.0,3600.0,Tamil Nadu,Sampath Nagar(Uzhavar Sandhai ) APMC,24.4,94,0.0
Brinjal,2000.0,2000.0,2000.0,Haryana,Barwala APMC,24.4,94,0.0
Cauliflower,1500.0,1000.0,2000.0,Rajasthan,Jodhpur (F&V) APMC,24.4,94,0.0
Cauliflower,1500.0,1000.0,2000.0,Punjab,Morinda APMC,24.4,94,0.0
Cauliflower,2750.0,1500.0,4000.0,Gujarat,Surat APMC,24.4,94,0.0
Cauliflower,1600.0,1500.0,1800.0,Himachal Pradesh,PMY Kather Solan,24.4,94,0.0
Cauliflower,800.0,800.0,800.0,Punjab,Bhogpur APMC,24.4,94,0.0
Cauliflower,3500.0,3500.0,3500.0,Odisha,Kamakhyanagar APMC,24.4,94,0.0
Cauliflower,700.0,700.0,800.0,Punjab,Ahmedgarh APMC,24.4,94,0.0
Cauliflower,1200.0,1000.0,1500.0,Haryana,Sadhaura APMC,24.4,94,0.0
Cauliflower,2000.0,2000.0,2000.0,Haryana,Kosli APMC,24.4,94,0.0
Cauliflower,1600.0,1500.0,1600.0,Himachal Pradesh,SMY Baijnath,24.4,94,0.0
Cauliflower,1800.0,1700.0,1900.0,Himachal Pradesh,SMY Jaisinghpur,24.4,94,0.0
Cauliflower,2710.0,2540.0,3000.0,Odisha,Bonai APMC,24.4,94,0.0
Cauliflower,900.0,800.0,1000.0,Haryana,Samalkha APMC,24.4,94,0.0
Cauliflower,1000.0,800.0,1200.0,Odisha,Narasinghpur APMC,24.4,94,0.0
Cauliflower,3750.0,3500.0,4000.0,Tamil Nadu,Pollachi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,1200.0,800.0,1500.0,Chandigarh,Chandigarh(Grain/Fruit) APMC,24.4,94,0.0
Cauliflower,2300.0,2200.0,2400.0,Tamil Nadu,Dharmapuri(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2200.0,2000.0,2400.0,Tamil Nadu,Anna nagar(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2000.0,1500.0,2500.0,Tamil Nadu,Namakkal(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,4500.0,4000.0,5000.0,Tamil Nadu,Pudukottai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2800.0,2600.0,3000.0,Tamil Nadu,Mettur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Elampillai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2250.0,2000.0,2500.0,Tamil Nadu,Devakottai (Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Polur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Musiri(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2850.0,2700.0,3000.0,Tamil Nadu,Virudhunagar(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Sivakasi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,3000.0,3000.0,3000.0,Tamil Nadu,Ranipettai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Tiruppur (North) (Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Kangayam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2700.0,2400.0,3000.0,Tamil Nadu,Ammapet(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Telangana,Warangal APMC,24.4,94,0.0
Cauliflower,1750.0,1500.0,2000.0,Himachal Pradesh,PMY Chamba,24.4,94,0.0
Cauliflower,1700.0,1600.0,1800.0,Himachal Pradesh,SMY Palampur,24.4,94,0.0
Cauliflower,1800.0,1500.0,2000.0,Haryana,Gohana APMC,24.4,94,0.0
Cauliflower,5000.0,5000.0,5000.0,Kerala,Kattappana APMC,24.4,94,0.0
Cauliflower,1500.0,1400.0,1600.0,Uttar Pradesh,Panchpedwa APMC,24.4,94,0.0
Cauliflower,3650.0,3500.0,3800.0,Tamil Nadu,Sulur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,5000.0,5000.0,5000.0,Tamil Nadu,Mayiladuthurai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,800.0,800.0,800.0,Punjab,Phillaur(Apra Mandi) APMC,24.4,94,0.0
Cauliflower,550.0,100.0,1000.0,Gujarat,Gondal(Veg.market Gondal) APMC,24.4,94,0.0
Cauliflower,2000.0,1900.0,2000.0,Odisha,Rayagada APMC,24.4,94,0.0
Cauliflower,600.0,500.0,700.0,Uttarakhand,Roorkee APMC,24.4,94,0.0
Cauliflower,800.0,800.0,800.0,Punjab,Sahnewal APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Vadavalli(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,1950.0,1850.0,2000.0,Tripura,Nutanbazar APMC,24.4,94,0.0
Cauliflower,900.0,800.0,1000.0,Haryana,Barwala(Hisar) APMC,24.4,94,0.0
Cauliflower,3250.0,3000.0,3500.0,Tamil Nadu,Sundarapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2200.0,2000.0,2500.0,Kerala,Pattambi APMC,24.4,94,0.0
Cauliflower,900.0,800.0,1000.0,Haryana,Meham APMC,24.4,94,0.0
Cauliflower,3650.0,3500.0,3800.0,Tamil Nadu,Gobichettipalayam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Sathiyamagalam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,1000.0,800.0,1200.0,Himachal Pradesh,SMY Santoshgarh,24.4,94,0.0
Cauliflower,2900.0,2800.0,3000.0,Tamil Nadu,Pennagaram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2250.0,2000.0,2500.0,Tamil Nadu,Perundurai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,1750.0,1500.0,2000.0,Tamil Nadu,Krishnagiri(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,4250.0,4000.0,4500.0,Tamil Nadu,Nagapattinam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,5000.0,5000.0,5000.0,Tamil Nadu,Sirkali(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,4750.0,4500.0,5000.0,Tamil Nadu,Ramanathapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Thathakapatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Hasthampatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,3350.0,3200.0,3500.0,Tamil Nadu,Palayamkottai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,4000.0,4000.0,4000.0,Tamil Nadu,Lalgudi(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Chengalpet(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,4000.0,4000.0,4000.0,Tamil Nadu,Arcot(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,1800.0,1600.0,2000.0,Odisha,Attabira APMC,24.4,94,0.0
Cauliflower,1600.0,1600.0,1600.0,Kerala,Palayam APMC,24.4,94,0.0
Cauliflower,800.0,500.0,800.0,Uttarakhand,Vikasnagar APMC,24.4,94,0.0
Cauliflower,1050.0,1000.0,1100.0,Uttarakhand,Manglaur APMC,24.4,94,0.0
Cauliflower,3200.0,3000.0,3500.0,Kerala,Thalayolaparambu APMC,24.4,94,0.0
Cauliflower,1200.0,1100.0,1400.0,Uttar Pradesh,Awagarh APMC,24.4,94,0.0
Cauliflower,1350.0,1200.0,1400.0,Assam,Doomdumia APMC,24.4,94,0.0
Cauliflower,1170.0,1150.0,1200.0,Uttar Pradesh,Naanpara APMC,24.4,94,0.0
Cauliflower,2250.0,2000.0,2500.0,Tamil Nadu,Udumalpet APMC,24.4,94,0.0
Cauliflower,1000.0,1000.0,1000.0,Punjab,Fazilka APMC,24.4,94,0.0
Cauliflower,500.0,400.0,600.0,Uttarakhand,Kicchha APMC,24.4,94,0.0
Cauliflower,1800.0,1500.0,2000.0,Tripura,Melaghar APMC,24.4,94,0.0
Cauliflower,500.0,200.0,700.0,Punjab,Ludhiana APMC,24.4,94,0.0
Cauliflower,900.0,800.0,1000.0,Uttarakhand,Haldwani APMC,24.4,94,0.0
Cauliflower,900.0,800.0,1000.0,Punjab,Doraha APMC,24.4,94,0.0
Cauliflower,1450.0,1400.0,1500.0,Punjab,Kurali APMC,24.4,94,0.0
Cauliflower,2000.0,1500.0,2500.0,Odisha,Boudh APMC,24.4,94,0.0
Cauliflower,1300.0,1100.0,1500.0,Odisha,Betnoti APMC,24.4,94,0.0
Cauliflower,400.0,350.0,450.0,Punjab,Jalalabad APMC,24.4,94,0.0
Cauliflower,4000.0,3800.0,4200.0,Kerala,Kallachi APMC,24.4,94,0.0
Cauliflower,2000.0,2000.0,2000.0,Kerala,Kottakkal APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Cuddalore(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2200.0,2000.0,2400.0,Tamil Nadu,Chokkikulam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Mohanur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,3500.0,3000.0,4000.0,Tamil Nadu,Perambalur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2750.0,2500.0,3000.0,Tamil Nadu,Attayampatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2250.0,2000.0,2500.0,Tamil Nadu,Jalagandapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2650.0,2500.0,2800.0,Tamil Nadu,Tirupatthur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2000.0,1500.0,2500.0,Tamil Nadu,Theni(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,2500.0,2500.0,2500.0,Tamil Nadu,Bodinayakanur(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,3000.0,3000.0,3000.0,Tamil Nadu,Tiruthani(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,5000.0,5000.0,5000.0,Tamil Nadu,Mannargudi I(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,4000.0,4000.0,4000.0,Tamil Nadu,Manapparai(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,3750.0,3500.0,4000.0,Tamil Nadu,Kariyapatti(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cauliflower,3300.0,3000.0,3600.0,Tamil Nadu,Palladam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cabbage,1200.0,1100.0,1300.0,Assam,Dhing APMC,24.4,94,0.0
Cabbage,2400.0,2400.0,2400.0,Tamil Nadu,Kumbakonam (Uzhavar Sandhai ) APMC,24.4,94,0.0
Cabbage,800.0,700.0,1000.0,Himachal Pradesh,PMY Kather Solan,24.4,94,0.0
Cabbage,300.0,200.0,400.0,Punjab,Ludhiana APMC,24.4,94,0.0
Cabbage,1500.0,1500.0,1500.0,Odisha,Kamakhyanagar APMC,24.4,94,0.0
Cabbage,450.0,400.0,500.0,Gujarat,Padra APMC,24.4,94,0.0
Cabbage,3500.0,3000.0,4000.0,Kerala,Aralamoodu APMC,24.4,94,0.0
Cabbage,1800.0,1600.0,2000.0,Tamil Nadu,Sundarapuram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cabbage,800.0,700.0,1000.0,Himachal Pradesh,SMY Nalagarh,24.4,94,0.0
Cabbage,2000.0,1900.0,2000.0,Kerala,Quilandy APMC,24.4,94,0.0
Cabbage,2200.0,2000.0,2400.0,Tamil Nadu,Sathiyamagalam(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cabbage,800.0,600.0,1000.0,Haryana,Narnaul APMC,24.4,94,0.0
Cabbage,2300.0,2200.0,2400.0,Tamil Nadu,Dharmapuri(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cabbage,2900.0,2800.0,3000.0,Tamil Nadu,Pennagaram(Uzhavar Sandhai ) APMC,24.4,94,0.0
Cabbage,2300.0,2200.0,2400.0,Tamil Nadu,Palacode(Uzhavar Sandhai ) APMC,24.4,94,0.0
